session_id,frame_index,target_x,target_y,target_flux,target_sky,comp_flux_sum,n_comps_ok,t_utc,MJD-OBS,airmass,TELALT,WEATHER,sky_level,CAMTEMP,target,rel_flux,norm_flux,target_only_norm,bjd_tdb
CoRoT-2__2026-08-16,7,381.22312511640615,225.83077283670448,10474.0,38.0,65233.75,8,2026-08-16 05:00:15.986000+00:00,61268.209,1.1594612828318087,59.595,86,408.0,279.0,CoRoT-2,0.1605610592676337,1.0046440279831073,0.8404076065152852,2461268.7145364564
CoRoT-2__2026-08-16,8,381.2591611892314,219.70520378179035,9103.0,38.0,56227.0,8,2026-08-16 05:03:15.395000+00:00,61268.211,1.158690666032992,59.66,96,410.0,280.0,CoRoT-2,0.16189730912195208,1.0130050555084462,0.7304019898900747,2461268.7165363673
CoRoT-2__2026-08-16,9,378.4320528413908,220.4219659765438,11451.0,37.0,72011.5,8,2026-08-16 05:06:15.900000+00:00,61268.213,1.1581114011195446,59.709,96,406.0,279.0,CoRoT-2,0.1590162682349347,0.9949781407962522,0.9187996469549867,2461268.7185362787
CoRoT-2__2026-08-16,10,376.6324482106776,218.5279347761325,9592.0,37.0,62151.0,8,2026-08-16 05:09:15.402000+00:00,61268.215,1.157745663570053,59.74,96,409.0,280.0,CoRoT-2,0.1543337999388586,0.9656795435440269,0.7696381288614298,2461268.7205361896
CoRoT-2__2026-08-16,11,376.63252890282877,217.73777994813042,9651.5,40.5,59134.0,8,2026-08-16 05:12:15.864000+00:00,61268.217,1.1575571187238851,59.756,96,410.0,279.0,CoRoT-2,0.16321405621131668,1.0212440525960853,0.7744122602904597,2461268.722536101
CoRoT-2__2026-08-16,12,378.64916030675226,216.2809194365845,7371.5,43.5,46229.0,8,2026-08-16 05:15:15.254000+00:00,61268.219,1.1575806785347056,59.754,96,412.0,279.0,CoRoT-2,0.15945618551125917,0.9977307401281319,0.5914707534301532,2461268.724536012
CoRoT-2__2026-08-16,13,377.8829453125119,220.41755513410706,6027.0,43.0,38299.5,8,2026-08-16 05:18:15.812000+00:00,61268.221,1.1577928234875206,59.736,96,415.0,280.0,CoRoT-2,0.15736497865507382,0.9846458832585593,0.48359143063467863,2461268.726535923
CoRoT-2__2026-08-16,14,382.9242787624261,220.1023644494985,5055.5,47.5,31939.0,8,2026-08-16 05:21:15.229000+00:00,61268.223,1.158194065930904,59.702,96,416.0,279.0,CoRoT-2,0.15828610789317135,0.9904094662361279,0.4056406964615261,2461268.728535834
CoRoT-2__2026-08-16,15,383.8160670814174,218.55585609954016,3839.0,46.0,24533.0,8,2026-08-16 05:24:15.686000+00:00,61268.225,1.1588090587244233,59.65,96,418.0,280.0,CoRoT-2,0.1564831043900053,0.9791279219429435,0.30803177405119153,2461268.7305357447
CoRoT-2__2026-08-16,16,380.3909767938854,219.8170461453014,7907.0,41.0,49142.5,8,2026-08-16 05:30:15.673000+00:00,61268.229,1.1606159685560755,59.498,96,410.0,279.0,CoRoT-2,0.1608994251411711,1.0067612116618472,0.6344379362914226,2461268.7345355665
