target,session_id,track_id,n_points,depth_pct,significance_sigma,median_flux,rms_ppt,expected_depth_pct,n_field_stars,field_p_value,field_sigma_95,field_sigma_median,depth_ratio
CoRoT-2,CoRoT-2__2026-08-09,717,86,0.31456127594340333,1.5195843443274946,12683.75,9.789992144022648,2.75,282,0.14184397163120568,2.345843003162465,0.2578296935627411,0.11438591852487394
CoRoT-2,CoRoT-2__2026-08-16,1042,85,1.0677154150934034,1.519226768244739,1106.0,33.71513897617849,2.75,263,0.16730038022813687,2.2539087962604873,0.39203035471863035,0.38826015094305577
CoRoT-2,CoRoT-2__2026-08-09,69,85,2.0325856423172075,1.5133466742763928,523.0,64.88194524690174,2.75,282,0.1453900709219858,2.345843003162465,0.2578296935627411,0.7391220517517119
CoRoT-2,CoRoT-2__2026-08-09,815,82,1.5107017858922867,1.5115515015965275,766.75,46.788626878715895,2.75,282,0.14893617021276595,2.345843003162465,0.2578296935627411,0.5493461039608315
CoRoT-2,CoRoT-2__2026-08-09,661,72,3.317304732280909,1.499169061601341,323.0,99.11563175049544,2.75,282,0.1524822695035461,2.345843003162465,0.2578296935627411,1.2062926299203305
CoRoT-2,CoRoT-2__2026-08-09,700,85,1.257549143010724,1.4967835608035605,755.0,39.778846770079994,2.75,282,0.15602836879432624,2.345843003162465,0.2578296935627411,0.4572905974584451
CoRoT-2,CoRoT-2__2026-08-16,433,79,1.8012738893472207,1.488936453397633,530.5,54.86440091907693,2.75,263,0.17110266159695817,2.2539087962604873,0.39203035471863035,0.655008687035353
CoRoT-2,CoRoT-2__2026-08-16,280,85,1.515005739258961,1.4877414938701476,775.0,48.40803883818815,2.75,263,0.17490494296577946,2.2539087962604873,0.39203035471863035,0.5509111779123494
CoRoT-2,CoRoT-2__2026-08-16,1067,84,1.143002057382741,1.4794459304518177,986.0,37.56422771216267,2.75,263,0.17870722433460076,2.2539087962604873,0.39203035471863035,0.4156371117755422
CoRoT-2,CoRoT-2__2026-08-09,890,86,0.9647872115095275,1.478224739723676,1611.0,31.791942937631926,2.75,282,0.1595744680851064,2.345843003162465,0.2578296935627411,0.35083171327619184
CoRoT-2,CoRoT-2__2026-08-16,961,82,1.0553840701483461,1.4751984133794258,875.0,33.126931244481995,2.75,263,0.18250950570342206,2.2539087962604873,0.39203035471863035,0.3837760255084895
CoRoT-2,CoRoT-2__2026-08-16,1048,85,0.9170097208608322,1.4733526747833043,1254.0,30.157886507201148,2.75,263,0.18631178707224336,2.2539087962604873,0.39203035471863035,0.33345808031302987
CoRoT-2,CoRoT-2__2026-08-09,959,61,2.4757389486218044,1.4652489489850302,400.0,68.0117366048644,2.75,282,0.16312056737588654,2.345843003162465,0.2578296935627411,0.9002687085897471
CoRoT-2,CoRoT-2__2026-08-16,664,77,3.6610907130468626,1.4360894760682883,347.0,112.74361682693271,2.75,263,0.19011406844106463,2.2539087962604873,0.39203035471863035,1.3313057138352227
CoRoT-2,CoRoT-2__2026-08-16,574,85,0.662435097096035,1.434498084784923,1605.5,22.286165053393304,2.75,263,0.19391634980988592,2.2539087962604873,0.39203035471863035,0.24088548985310362
CoRoT-2,CoRoT-2__2026-08-09,599,73,3.0847126683863557,1.4311669950833563,378.0,94.79079730223492,2.75,282,0.16666666666666666,2.345843003162465,0.2578296935627411,1.1217136975950384
CoRoT-2,CoRoT-2__2026-08-16,329,84,1.4033710763944782,1.4242716699361448,669.0,46.46289147085962,2.75,263,0.19771863117870722,2.2539087962604873,0.39203035471863035,0.5103167550525375
CoRoT-2,CoRoT-2__2026-08-16,734,77,1.4197648923168986,1.4139825286117282,739.0,45.276278195597676,2.75,263,0.20152091254752852,2.2539087962604873,0.39203035471863035,0.5162781426606904
CoRoT-2,CoRoT-2__2026-08-09,754,80,1.9126567403882997,1.4119915196896387,546.0,62.47635315919068,2.75,282,0.1702127659574468,2.345843003162465,0.2578296935627411,0.6955115419593817
CoRoT-2,CoRoT-2__2026-08-16,824,81,1.7963928387460322,1.3779348755170027,565.0,59.96940532902992,2.75,263,0.20532319391634982,2.2539087962604873,0.39203035471863035,0.6532337595440117
CoRoT-2,CoRoT-2__2026-08-09,614,86,0.9368506003252495,1.372043884603455,1458.0,32.81032253196403,2.75,282,0.17375886524822695,2.345843003162465,0.2578296935627411,0.34067294557281796
CoRoT-2,CoRoT-2__2026-08-16,711,82,1.8065363917505208,1.3697310517266452,534.75,61.76495950214816,2.75,263,0.20912547528517111,2.2539087962604873,0.39203035471863035,0.6569223242729166
CoRoT-2,CoRoT-2__2026-08-09,719,73,2.014103468478865,1.360030687274359,465.0,65.46814690987745,2.75,282,0.1773049645390071,2.345843003162465,0.2578296935627411,0.7324012612650418
