track_id,x_first,y_first,median_flux,max_peak,persistence,session_id,in_ensemble,rms_ppt,n_points
172,93.42565055762081,197.57806691449815,475.4967346191406,630.0,1.0,TRES-5__2026-08-26,False,52.139351988520104,74
173,153.13708656201007,198.1156582124488,2195.5,884.0,1.0,TRES-5__2026-08-26,False,15.14376433324228,74
174,144.55836090131507,198.29753421295197,1011.0,717.0,1.0,TRES-5__2026-08-26,False,35.05944090274631,74
176,450.1170609298677,199.81434779361783,200.62701416015625,589.0,0.9324324324324325,TRES-5__2026-08-26,False,100.36689965675122,69
177,304.5147427783181,200.93995583176786,155.43353271484375,632.0,0.7027027027027027,TRES-5__2026-08-26,False,131.13060091604268,52
184,277.67191011235957,209.74606741573032,394.96124267578125,622.0,1.0,TRES-5__2026-08-26,False,73.25113196668104,74
185,170.5121292023827,212.43643192246617,12063.807037353516,2327.0,1.0,TRES-5__2026-08-26,True,6.158004351762806,74
186,216.47104247104247,209.94980694980694,512.1933288574219,629.0,1.0,TRES-5__2026-08-26,False,79.12861976194102,74
187,154.5172632949425,214.0924752659955,18563.993194580078,3193.0,1.0,TRES-5__2026-08-26,True,5.683908102880666,74
188,126.65058558074567,216.10862791447298,9068.733184814453,1959.0,1.0,TRES-5__2026-08-26,True,8.74107066829823,74
189,468.72153964171724,218.60170812509335,575.8863525390625,679.0,1.0,TRES-5__2026-08-26,False,46.026649852205665,74
190,371.78296809658093,219.96778140256208,516.3920593261719,636.0,1.0,TRES-5__2026-08-26,False,49.29398063383746,74
191,505.31493738603643,221.55760465929762,595.2270202636719,637.0,1.0,TRES-5__2026-08-26,False,44.88598713463011,74
192,312.96779160356346,222.33675420676062,718.462890625,613.0,1.0,TRES-5__2026-08-26,False,70.71464875259504,74
193,321.7601547940227,223.63089957963513,5899.799560546875,1324.0,1.0,TRES-5__2026-08-26,True,10.114288023580551,74
194,529.5313904866523,222.68423797928799,828.4931030273438,661.0,1.0,TRES-5__2026-08-26,False,35.56091811033254,74
195,296.3701842546064,224.05108877721943,1161.3186340332031,706.0,1.0,TRES-5__2026-08-26,False,24.88351119427534,74
197,55.26584023559809,225.16210386065916,429.2828369140625,621.0,1.0,TRES-5__2026-08-26,False,47.45002770370325,74
198,93.03722084367246,225.3970223325062,413.49041748046875,624.0,1.0,TRES-5__2026-08-26,False,56.3569688628935,74
200,173.45683547026715,226.81276715600373,394.0,619.0,1.0,TRES-5__2026-08-26,False,78.94203709848227,74
201,513.2837642005069,233.26422006998757,367.28228759765625,617.0,1.0,TRES-5__2026-08-26,False,60.32696575602319,74
203,14.728754365541327,234.61932479627473,810.5477600097656,685.0,1.0,TRES-5__2026-08-26,False,39.23043936411643,74
205,164.71629576914924,236.7742572302863,1941.0,834.0,1.0,TRES-5__2026-08-26,False,22.268873327872395,74
207,46.70028215584649,237.20926460847372,751.5256958007812,679.0,1.0,TRES-5__2026-08-26,False,35.92411459853438,74
208,354.611308701456,239.55008069634783,275.6609191894531,610.0,1.0,TRES-5__2026-08-26,False,59.12414968006466,74
212,58.10563218706613,247.8716746410459,160.66000366210938,579.0,0.918918918918919,TRES-5__2026-08-26,False,90.87110783737275,68
214,81.86596082289134,252.54124896830018,1484.4857482910156,769.0,1.0,TRES-5__2026-08-26,False,23.40682386294815,74
217,246.0503271263211,254.49823855057878,2000.1263122558594,815.0,1.0,TRES-5__2026-08-26,False,21.22690771706958,74
218,52.92134326261631,256.02039324136433,311.74114990234375,611.0,1.0,TRES-5__2026-08-26,False,87.66768816250017,74
219,402.49746298511394,258.146422236347,8646.790283203125,1564.0,1.0,TRES-5__2026-08-26,True,6.390551258576152,74
221,34.84611707676865,261.1929160924166,2062.3640747070312,825.0,1.0,TRES-5__2026-08-26,False,19.882919542907427,74
222,427.03087999848015,261.7188706064411,773.7239685058594,645.0,1.0,TRES-5__2026-08-26,False,40.46624613914005,74
224,250.1886976926085,264.74599139616737,5033.423492431641,1227.0,1.0,TRES-5__2026-08-26,True,11.47933282610862,74
225,279.020107599193,267.3094373458866,42886.87966918945,4095.0,1.0,TRES-5__2026-08-26,False,13.266442158816824,74
226,419.5767991425892,262.7525486658973,169.91778564453125,589.0,0.9054054054054054,TRES-5__2026-08-26,False,91.61885985838781,67
227,158.93232397800503,265.21704962514417,1310.4891357421875,789.0,1.0,TRES-5__2026-08-26,False,34.3940783832924,74
228,437.16605356345605,264.66412051885607,1991.7598571777344,765.0,1.0,TRES-5__2026-08-26,False,18.42327796409369,74
231,309.5060833980265,274.23402201951063,1492.5924072265625,867.0,1.0,TRES-5__2026-08-26,False,20.224035643287586,74
232,468.5226902611244,275.44583486205494,447.52008056640625,613.0,1.0,TRES-5__2026-08-26,False,54.34373881768233,74
234,366.9642857142857,277.8733766233766,617.1270751953125,637.0,1.0,TRES-5__2026-08-26,False,45.73238402139977,74
237,371.67488941567285,281.8107597863073,258.76605224609375,591.0,0.9864864864864865,TRES-5__2026-08-26,False,79.05937163928257,73
238,511.2877976737967,282.31740778593394,738.5229187011719,646.0,1.0,TRES-5__2026-08-26,False,39.176395480317666,74
239,190.35895895647215,289.5597538562545,559.0,640.0,1.0,TRES-5__2026-08-26,False,38.170051446880784,74
240,363.0265486725664,288.8407079646018,212.3477783203125,636.0,0.9864864864864865,TRES-5__2026-08-26,False,82.56936016467705,73
242,521.8077337230499,291.3994908610905,2367.1947021484375,821.0,1.0,TRES-5__2026-08-26,False,22.560874032437017,74
243,104.30751708428247,295.57023538344725,1317.6900024414062,717.0,1.0,TRES-5__2026-08-26,False,24.84468443414795,74
244,264.4777838516449,297.01482535834793,550.2528381347656,648.0,1.0,TRES-5__2026-08-26,False,62.10643677875632,74
248,499.35484997011775,301.89651481793715,415.0279235839844,615.0,1.0,TRES-5__2026-08-26,False,57.92844190354623,74
249,41.71162479881411,305.0739127386926,1342.1333312988281,852.0,1.0,TRES-5__2026-08-26,False,20.897269972136115,74
250,422.14548516651564,304.0844542579314,569.4134826660156,647.0,1.0,TRES-5__2026-08-26,False,40.99244757584519,74
256,114.63414050633654,308.8306072362721,3201.8575744628906,978.0,1.0,TRES-5__2026-08-26,False,11.421239936842184,74
257,277.3407310704961,311.93472584856397,742.5773620605469,802.0,1.0,TRES-5__2026-08-26,False,35.64318810055321,74
258,266.01737317581654,312.5496872828353,1430.2056579589844,786.0,1.0,TRES-5__2026-08-26,False,26.774364666132474,74
260,317.89536155476276,314.3445741196105,5244.075866699219,1136.0,1.0,TRES-5__2026-08-26,True,7.991949400085709,74
262,249.5784001862053,316.53409884397547,12676.7666015625,2051.0,1.0,TRES-5__2026-08-26,True,6.868762170695766,74
264,407.2238927140179,316.70291678442226,660.4075317382812,681.0,1.0,TRES-5__2026-08-26,False,45.12113614370088,74
265,163.91723773673837,317.3299962950472,306.96832275390625,703.0,1.0,TRES-5__2026-08-26,False,72.42651345320634,74
266,284.01261829653,317.15141955835963,292.78656005859375,794.0,0.9864864864864865,TRES-5__2026-08-26,False,69.1157130910891,73
268,121.26268533128352,322.0260154502028,4229.5,1071.0,1.0,TRES-5__2026-08-26,True,10.121746952085797,74
269,411.711374837983,327.2213138953892,1638.1347961425781,860.0,1.0,TRES-5__2026-08-26,False,19.095162468761593,74
270,262.50936819172114,328.8679738562092,2211.336883544922,805.0,1.0,TRES-5__2026-08-26,False,18.860787961927755,74
271,464.37561569855376,332.02329829057084,30244.208038330078,3365.0,1.0,TRES-5__2026-08-26,True,5.499937605860512,74
273,90.86129968658308,330.7493927079124,301.40191650390625,598.0,1.0,TRES-5__2026-08-26,False,78.364190816226,74
277,221.3838383838384,333.8484848484849,254.35421752929688,668.0,1.0,TRES-5__2026-08-26,False,69.6587794447037,74
281,37.35601002256092,340.1812760535658,557.5,651.0,1.0,TRES-5__2026-08-26,False,46.2648803820789,74
282,421.7995374524616,340.5081606534944,271.2142639160156,604.0,1.0,TRES-5__2026-08-26,False,68.19013231436556,74
283,151.232911880036,341.48845034378894,329.36981201171875,783.0,1.0,TRES-5__2026-08-26,False,88.75943272985108,74
288,363.42296827514775,343.15195441053464,902.5385437011719,674.0,1.0,TRES-5__2026-08-26,False,31.447840416064466,74
289,323.0797288465869,343.21881805204106,379.29736328125,640.0,1.0,TRES-5__2026-08-26,False,55.87800695952608,74
291,194.12841295316258,349.50861101545445,1244.4373168945312,896.0,1.0,TRES-5__2026-08-26,False,28.37377957910429,74
292,71.5992543125228,350.55081204966035,630.8628540039062,633.0,1.0,TRES-5__2026-08-26,False,50.07259323507646,74
294,117.33664003073048,352.14108283004435,2642.737579345703,891.0,1.0,TRES-5__2026-08-26,False,13.315925238327146,74
295,166.85374619051075,351.4893154142684,585.3511047363281,659.0,1.0,TRES-5__2026-08-26,False,41.68739038692236,74
296,22.01801801801802,358.0862968231389,2078.5643615722656,778.0,1.0,TRES-5__2026-08-26,False,16.700985077187422,74
297,71.51841114438758,358.8016409235137,1026.01708984375,686.0,1.0,TRES-5__2026-08-26,False,34.3626636206465,74
298,274.98141558493984,358.93780031798514,682.4138793945312,662.0,1.0,TRES-5__2026-08-26,False,37.43733585014934,74
300,458.4225790944683,363.4472979481208,4691.346435546875,983.0,1.0,TRES-5__2026-08-26,True,8.90515184520424,74
301,77.18902278596626,367.00736469692464,172.09136962890625,614.0,0.9324324324324325,TRES-5__2026-08-26,False,91.23615976710973,69
304,479.98628026901935,369.48443777716227,1219.3769226074219,712.0,1.0,TRES-5__2026-08-26,False,25.104513786292674,74
305,397.54642063924496,370.0766592007696,631.9461975097656,678.0,1.0,TRES-5__2026-08-26,False,43.297014034873456,74
308,247.12738541923116,375.9368257285477,3743.3526000976562,943.0,1.0,TRES-5__2026-08-26,True,12.855060675293018,74
309,528.0386367522034,375.1823311705643,313.0172424316406,652.0,1.0,TRES-5__2026-08-26,False,63.549242237767466,74
311,486.0238706014689,383.0317715811819,6186.313934326172,1070.0,1.0,TRES-5__2026-08-26,True,9.159491902761841,74
313,15.505879642455726,383.6849769106326,294.83489990234375,600.0,1.0,TRES-5__2026-08-26,False,72.54523737454653,74
314,156.839871897518,386.191353082466,1181.5851440429688,738.0,1.0,TRES-5__2026-08-26,False,26.37420195583947,74
316,33.21771007663275,389.5385340522887,464.83111572265625,611.0,1.0,TRES-5__2026-08-26,False,56.175286251703625,74
317,218.57865492856112,391.877904459518,13830.89242553711,1969.0,1.0,TRES-5__2026-08-26,True,5.455445394186793,74
318,91.22985212341733,395.54963572606306,1967.7713012695312,781.0,1.0,TRES-5__2026-08-26,False,19.392434217297524,74
323,98.07114169806728,401.87633866949125,3043.9532470703125,886.0,1.0,TRES-5__2026-08-26,False,12.937291180474618,74
324,389.7177171373246,403.1878859667238,1549.4440612792969,720.0,1.0,TRES-5__2026-08-26,False,28.489525627114535,74
325,490.83967864089436,405.3730364925405,2863.0614318847656,863.0,1.0,TRES-5__2026-08-26,False,17.143645645649507,74
326,376.3764553266618,405.92013738244697,1103.3742065429688,659.0,1.0,TRES-5__2026-08-26,False,28.313944828828472,74
327,505.06601255498265,408.01028491189743,283.2151794433594,629.0,1.0,TRES-5__2026-08-26,False,89.39257145859237,74
