offset_dx,offset_dy,frame_index,cum_dx,cum_dy,session_id,field_motion_px
0.0,0.0,0,0.0,0.0,CoRoT-2__2026-08-09,58.91087997458561
16.47024633978483,-14.36705911219612,1,16.47024633978483,-14.36705911219612,CoRoT-2__2026-08-09,58.91087997458561
-3.1546542221620375,2.2518876417504954,2,13.315592117622792,-12.115171470445624,CoRoT-2__2026-08-09,58.91087997458561
-0.14340375192290417,-1.1670465806246122,3,13.172188365699888,-13.282218051070236,CoRoT-2__2026-08-09,58.91087997458561
-4.605221873184102,1.9740097431430772,4,8.566966492515785,-11.30820830792716,CoRoT-2__2026-08-09,58.91087997458561
-0.8189331705194066,-7.059282791745969,5,7.748033321996378,-18.367491099673128,CoRoT-2__2026-08-09,58.91087997458561
1.3819449385838016,-0.20320717782221598,6,9.129978260580181,-18.570698277495342,CoRoT-2__2026-08-09,58.91087997458561
-6.938230367965991,0.11853809520094165,7,2.19174789261419,-18.4521601822944,CoRoT-2__2026-08-09,58.91087997458561
2.973321634954676,-1.009693985156928,8,5.165069527568866,-19.461854167451328,CoRoT-2__2026-08-09,58.91087997458561
4.399148125067952,0.4647715075977014,9,9.564217652636817,-18.99708265985363,CoRoT-2__2026-08-09,58.91087997458561
4.539295145289889,-1.0543546443085061,10,14.103512797926705,-20.051437304162135,CoRoT-2__2026-08-09,58.91087997458561
-1.9623654185685022,0.44665269019271886,11,12.141147379358202,-19.604784613969418,CoRoT-2__2026-08-09,58.91087997458561
-0.6381785395742406,-1.6976050033737984,12,11.50296883978396,-21.302389617343216,CoRoT-2__2026-08-09,58.91087997458561
-0.6493725411426258,-0.04028072508697758,13,10.853596298641335,-21.342670342430193,CoRoT-2__2026-08-09,58.91087997458561
-2.319380966405858,2.199396910215297,14,8.534215332235478,-19.143273432214897,CoRoT-2__2026-08-09,58.91087997458561
0.17901929178397705,-10.701473395473895,15,8.713234624019455,-29.844746827688795,CoRoT-2__2026-08-09,58.91087997458561
-0.7198045304767968,3.883164216470215,16,7.993430093542658,-25.96158261121858,CoRoT-2__2026-08-09,58.91087997458561
0.10964200211692464,-0.558699228439345,17,8.103072095659583,-26.520281839657926,CoRoT-2__2026-08-09,58.91087997458561
3.5766538413488917,-1.2897280541676908,18,11.679725937008474,-27.810009893825615,CoRoT-2__2026-08-09,58.91087997458561
-6.430558523285928,-1.7265429863976336,19,5.249167413722546,-29.536552880223248,CoRoT-2__2026-08-09,58.91087997458561
5.01675691551581,-0.01652225005666976,20,10.265924329238356,-29.553075130279918,CoRoT-2__2026-08-09,58.91087997458561
-2.545542270861269,0.2909671702731353,21,7.720382058377087,-29.262107960006784,CoRoT-2__2026-08-09,58.91087997458561
-3.64219480646008,-1.9700662828648852,22,4.078187251917007,-31.232174242871668,CoRoT-2__2026-08-09,58.91087997458561
1.7323445500787793,2.575714741579238,23,5.810531801995786,-28.65645950129243,CoRoT-2__2026-08-09,58.91087997458561
0.8793952177748909,-0.6629097115384514,24,6.6899270197706775,-29.319369212830882,CoRoT-2__2026-08-09,58.91087997458561
-3.528841324518754,2.583324689380667,25,3.1610856952519235,-26.736044523450214,CoRoT-2__2026-08-09,58.91087997458561
2.8797881193517445,-2.359070391570778,26,6.040873814603668,-29.095114915020993,CoRoT-2__2026-08-09,58.91087997458561
-1.0372484183532287,-0.15069819270013102,27,5.003625396250439,-29.245813107721123,CoRoT-2__2026-08-09,58.91087997458561
-1.8015024981254437,-2.0221090507128747,28,3.2021228981249954,-31.267922158433997,CoRoT-2__2026-08-09,58.91087997458561
0.2808340452071203,1.4277321040861672,29,3.4829569433321157,-29.84019005434783,CoRoT-2__2026-08-09,58.91087997458561
0.5830686589463017,-2.2878990819650302,30,4.066025602278417,-32.12808913631286,CoRoT-2__2026-08-09,58.91087997458561
2.452298329658412,-6.431937636066233,31,6.518323931936829,-38.56002677237909,CoRoT-2__2026-08-09,58.91087997458561
1.6871987556181676,5.774364794619563,32,8.205522687554996,-32.785661977759524,CoRoT-2__2026-08-09,58.91087997458561
-4.418332986901016,-0.30533580146700506,33,3.78718970065398,-33.09099777922653,CoRoT-2__2026-08-09,58.91087997458561
2.2223990790495116,-2.190550989451257,34,6.009588779703492,-35.28154876867778,CoRoT-2__2026-08-09,58.91087997458561
-3.4254215268676083,-2.147645867606861,35,2.5841672528358837,-37.42919463628464,CoRoT-2__2026-08-09,58.91087997458561
1.4683624310408192,2.966289777954079,36,4.052529683876703,-34.46290485833056,CoRoT-2__2026-08-09,58.91087997458561
-0.902533165220943,0.17243174845682013,37,3.14999651865576,-34.29047310987374,CoRoT-2__2026-08-09,58.91087997458561
2.4922618171580413,-2.5061931802921102,38,5.642258335813802,-36.796666290165845,CoRoT-2__2026-08-09,58.91087997458561
4.509972388616744,1.0213958838414126,39,10.152230724430545,-35.77527040632443,CoRoT-2__2026-08-09,58.91087997458561
-2.0153091825403173,-1.565622387173601,40,8.136921541890228,-37.34089279349803,CoRoT-2__2026-08-09,58.91087997458561
-2.0987120682973446,2.2742865562409333,41,6.038209473592883,-35.0666062372571,CoRoT-2__2026-08-09,58.91087997458561
2.004170584339325,-2.725779391132575,42,8.042380057932208,-37.792385628389674,CoRoT-2__2026-08-09,58.91087997458561
-0.6021286549236768,-2.130634003850868,43,7.440251403008531,-39.92301963224054,CoRoT-2__2026-08-09,58.91087997458561
0.5760130588351999,2.8117344703754408,44,8.01626446184373,-37.1112851618651,CoRoT-2__2026-08-09,58.91087997458561
